smiles,EF,SA,KP,AB,PA,BW,DKO
CS(=N)(=O)CC[C@H](N)C(=O)O,1.04294159,1.00960821,0.998513216,1.111668308,1.001455801,0.997548225,1.031918511
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,0.148433635,0.029272324,0.120637141,0.05228704,0.038257101,0.159856597,0.079833237
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,1.048149788,1.021948504,1.046055692,1.085572686,1.027186241,0.966622476,0.715542349
O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21,1.243457202,0.924374089,1.098869267,1.024180244,0.960490233,0.926319881,0.848597744
Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,0.130204943,0.777151516,1.083956699,1.059074957,0.846057487,1.063336473,0.077615647
Oc1ccc(Cl)cc1,0.550766907,1.04978591,0.945385571,0.904739844,0.801367776,0.680917062,0.927691785
NCCCC(N)(C(=O)O)C(F)F,0.130204943,1.018791684,1.08445332,0.99541947,0.994684633,0.976054687,1.062225573
C#CCN(C)Cc1ccccc1,0.968724773,0.981770803,0.04853463,0.048456836,0.040965569,0.035173935,0.073919664
N/C(=N\N=C\c1ccc(Cl)cc1)N/N=C/c1ccc(Cl)cc1,0.144527486,0.029272324,0.821399925,0.668859692,1.021769306,0.732370131,0.074658861
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0.131506992,0.955368315,0.933743041,0.954597052,0.970308427,0.999740562,0.170015227
Nc1ncnc2c1ncn2Cc1c(F)cccc1Cl,0.131506992,1.010469161,0.90396618,0.993151389,0.974709686,0.964489732,0.941736521
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0.130204943,0.892231929,0.984838076,0.752366094,0.972339777,0.965883878,0.071702074
NNC(=O)c1ccncc1,0.29556522,0.996406966,1.008822121,0.990440422,0.946947896,1.004504347,1.06074718
NC(=O)NC(=O)Cc1ccccc1,1.058566183,0.974596214,0.988225479,1.102496504,0.981819413,0.979630023,1.031918511
CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,1.02080675,1.020226602,1.024218396,0.974109546,0.982835088,1.027604648,1.030440118
Nc1ccc(N=Nc2ccccc2)c(N)n1,1.078096925,0.991815228,0.916204849,0.961696689,0.935098351,0.998169169,1.041528067
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0.130204943,0.026976456,1.079217737,1.087494711,1.022446423,0.8635733,0.072441271
C[C@]12CCC(=O)C=C1C=CC1C2CC[C@@]2(C)C1CC[C@@]2(O)CCC(=O)[O-],0.986953465,1.028549126,0.957770157,1.155908889,1.045468396,1.127951275,0.484912997
CC(C)(C)NCC(O)c1cc(O)cc(O)c1.CC(C)(C)NCC(O)c1cc(O)cc(O)c1,0.993463712,1.019652635,0.995316776,1.034827124,0.989944815,1.069179508,1.064443163
COc1ccc(-c2coc3cc(OC)cc(OC)c3c2=O)cc1,1.040337491,1.034862764,0.995278881,1.000802753,1.000440126,1.00444206,0.97500037
CCCCNc1ccc(C(=O)OCCN(C)C)cc1,1.055962084,0.994972048,1.320971765,0.99664849,1.010935437,1.041656074,1.066660753
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21.CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,1.048149788,1.023383422,0.999865913,0.953412123,1.009242645,1.016025084,0.124924232
O=C([O-])CS,1.093721518,0.991241261,1.000505925,1.081000868,1.005518502,1.041083576,1.053355214
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,1.035129294,1.053229713,1.041922107,1.099426255,1.020076514,0.934923524,1.091054242
c1ccc2c(c1)CCCC2C1=NCCN1,1.091117419,1.007025358,1.011054358,1.044036592,0.995023191,1.042845291,0.947650094
O=C(O)c1cc2cc(Cl)ccc2[nH]1,1.031223145,1.05782145,1.351155427,1.074031855,0.99096049,0.942077656,0.855250514
COc1ccc(-c2oc3ccccc3c(=O)c2OC)cc1,0.964818625,0.696222148,1.023447629,0.946482069,0.953041947,1.023636754,0.076137254
c1ccc2[nH]c(-c3cscn3)nc2c1,1.080701023,1.041463387,1.089852244,0.966561236,0.983512205,1.000409952,1.071095933
O=C(OCc1ccccc1)c1ccccc1,1.037733392,0.806136857,0.975101336,1.016936038,0.977756712,0.960629877,0.594314099
CC[Hg]Sc1ccccc1C(=O)[O-],0.139319289,0.02812439,0.054866539,0.0486486,0.037579984,0.039470566,0.073180467
O=C(NC(=O)c1ccccc1Cl)Nc1ccc(OC(F)(F)F)cc1,1.104137913,1.00960821,1.070912396,0.915706517,0.978433829,1.006314507,1.056312
Nc1nc(=S)c2[nH]cnc2[nH]1,1.037733392,0.939297235,0.980163654,1.072636706,1.028879033,0.808258448,0.893688739
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,1.100231765,0.930974711,1.01480497,1.034551349,1.006872736,0.9653183,1.078487899
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,0.865862868,0.815607315,0.986753427,0.759667039,0.668314318,0.886454062,0.073919664
CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,0.960912476,0.02812439,0.050545564,0.046182174,0.356163456,0.036255879,0.075398057
CC(C)NCC(O)c1ccc(O)c(O)c1,0.397125075,1.024818339,1.058935703,1.09116415,0.987236348,0.988202523,0.56992061
NNCCc1ccccc1,1.015598552,0.751322994,0.973671156,0.907188678,0.95879744,0.621988811,0.748067001
O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],1.003880107,0.994111097,1.001707253,0.989106172,1.004841385,1.05520075,1.043006461
O=C1c2ccccc2C(=O)C1c1ccccc1,1.032525195,1.021374537,0.963086573,1.091586835,0.986897789,0.867166704,1.011221005
CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,0.917944845,0.987510475,0.967375648,0.946120206,1.032941734,1.05516538,1.037092887
CN(C)CCC(c1ccccc1)c1ccccn1,1.032525195,1.024244372,0.949819938,1.111667954,1.025493449,1.028453978,1.065921556
C[N+](C)(C)CC#CCN1CCCC1=O,1.068982579,1.003294571,0.98832401,1.014216517,1.017029488,1.018878357,1.078487899
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,0.139319289,0.921791237,0.979702062,0.946801975,0.980803738,0.989204878,0.070962878
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0.132809041,0.081216351,1.062671344,0.929471555,0.872803602,0.943592916,0.071702074
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,1.075492826,1.019078668,0.981888987,0.971254953,0.987236348,1.055710962,0.529264795
OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,1.091117419,0.992389196,0.985818959,1.054043582,1.012966787,1.067813045,1.070356736
CNC[C@H](O)c1cccc(O)c1,1.084607172,1.007886309,1.004983368,1.002170893,0.998747334,1.089258137,1.121361305
Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2,0.640608317,0.96225592,1.00322022,0.985219429,0.965568609,1.065143173,0.918821425
C[C@H](N)[C@H](O)c1ccccc1,0.999973959,1.005877424,0.970329225,1.004165819,1.003487152,0.984208479,1.063703967
C[C@H](N)[C@H](O)c1ccc(O)c(O)c1,1.054660035,1.00960821,1.011035834,1.048946338,1.004502827,0.995104045,1.081444686
O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1,1.058566183,1.00157267,1.004376419,0.965418004,0.985543556,0.925258699,1.070356736
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,0.132809041,0.026976456,0.950973495,0.995668592,1.004164269,0.652612739,0.742153428
NC(=O)c1ccc(N)nc1,1.095023567,1.006738374,0.987162299,0.973989937,0.995700308,0.940270956,1.059268787
NCc1ccc(S(N)(=O)=O)cc1,0.867164918,0.928678842,0.98991948,0.996475589,0.941192403,1.068083723,1.043745657
NC(=O)SC[C@H](N)C(=O)O,1.005182157,1.004729489,1.035918027,0.990734659,0.974371128,1.090350462,1.101402995
CC(C)C(N)C(=O)O,0.932267389,1.015347881,0.96446412,1.109012708,1.050208213,1.028953042,1.077009506
Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,1.139293248,0.552730362,1.049465916,1.110093807,1.054609473,1.012948812,0.167058441
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,1.003880107,1.016208832,1.040050114,1.013950499,1.004164269,1.044585476,1.07405272
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0.558579204,0.662071103,0.983475035,0.876839532,0.658157565,0.872142339,0.070962878
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,1.071586677,1.030558011,1.046011202,1.064365206,1.018045164,1.038545199,1.087358259
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,1.033827244,0.968856543,0.939283943,0.951703188,0.985882114,0.984787132,0.315636966
c1ccc(CC2=NCCN2)cc1,1.104137913,1.001859654,0.988853659,1.072631579,1.028879033,1.055096172,1.161277923
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,1.076794875,0.967134641,1.066177379,1.080971917,1.008904086,0.854532879,0.889253559
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,1.106742012,1.025966274,1.008393689,1.080771367,1.006872736,0.98992694,1.063703967
NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,1.055962084,0.994685064,1.022624683,1.054234604,0.981819413,1.021841202,0.785766029
Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1,1.08851332,1.000137752,0.994738023,1.046736936,1.015336696,1.082398906,1.07405272
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,0.968724773,0.994111097,1.082005715,1.003175658,0.987913464,1.040421873,1.05852959
Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,1.101533814,0.912320779,1.014985063,1.015973503,0.997731659,1.028651221,0.906255082
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,0.97523502,0.979761918,0.974571101,1.022677526,1.009242645,0.982486756,1.026744134
N[C@@H]1C[C@H]1c1ccccc1.N[C@@H]1C[C@H]1c1ccccc1,1.085909221,0.903424288,0.989195755,1.003187759,0.974032569,1.032596819,1.14649399
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,1.009088305,1.004155522,0.986422266,1.104173903,0.980803738,1.046721681,1.088097456
CC(=O)OCC(COC(C)=O)OC(C)=O,1.11195021,1.027114208,0.994505838,1.04308584,0.974032569,0.922481555,0.926213391
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,1.009088305,0.895388748,0.952077371,1.061437073,0.991637607,0.916482036,0.429473248
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,0.994765761,0.976892083,0.983587373,1.028221036,0.983173647,1.065916375,1.153885957
CC(C(=O)O)c1cccc(Oc2ccccc2)c1,0.972630921,1.007886309,0.961961886,1.001770774,0.970985544,1.108913831,1.026004938
CNCCCC12CCC(c3ccccc31)c1ccccc12,0.932267389,0.895388748,0.887072146,0.879157456,0.81118597,0.913124705,0.824943451
CC(C)NCC(O)COc1cccc2[nH]ccc12,0.972630921,0.991528245,1.134271243,0.971327055,1.021092189,1.037570528,1.073313523
O=C(OOC(=O)c1ccccc1)c1ccccc1,1.002578058,1.003868539,1.0278017,1.085257184,1.002132918,1.108760807,1.06961754
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)[O-])c2ccccc2)C(=O)C1=O,0.886695659,1.007312341,0.959330803,0.929110473,1.07458442,0.463205309,0.079833237
CN(CCCl)CCCl,1.012994453,0.959099101,0.903517244,0.045691791,0.825066865,0.908284025,0.977957156
C1CNCCN1,1.040337491,1.021374537,1.030947098,1.091159818,1.023800657,0.95019185,1.040049674
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,1.195281373,0.652887629,1.003683816,1.046104815,1.016013813,1.011662705,0.473825047
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,1.041639541,0.980335886,1.01239395,1.055816154,0.977079595,0.98945902,1.043745657
Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl,0.749980469,0.11565438,1.050964399,0.814365428,0.931374209,1.015427596,0.073180467
CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,1.105439963,1.031418962,1.189270712,1.015053934,1.014998138,1.034063634,1.004568235
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1.109346111,1.010182177,0.95591386,1.061304536,0.998747334,1.024198105,1.091054242
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,1.115856358,1.022809454,0.983881355,0.997768156,0.99536175,1.021104532,1.000872252
CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,0.832009583,0.976318116,1.008567876,0.977204591,0.983850763,1.021791224,0.751762984
COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc2O)cc1O,1.04294159,1.020226602,1.00002236,0.988270195,1.019399397,1.065285816,1.097707012
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.994765761,1.002433621,1.048856458,1.015772835,0.98249653,1.034927572,0.093138777
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.032525195,1.024818339,0.984310013,1.040855308,0.977418154,1.027878019,1.045224051
N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,0.942683784,0.923800122,0.980178158,1.001294523,0.966584284,1.02671226,0.111618693
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.890601807,0.967134641,1.007894302,0.975638998,0.985543556,0.986427733,1.011221005
C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,0.996067811,1.010756144,0.963535699,1.000154763,0.96963131,1.074113619,1.028222528
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.001276008,1.033140863,1.0311295,1.070171806,0.9631987,1.019038302,1.000133055
IC(I)I,0.941381735,1.020513586,0.739226788,0.979592837,1.023800657,0.888700999,0.969825993
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,0.631493972,0.122255002,0.96307049,1.019101801,0.983850763,0.923410475,0.070962878
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.99867191,0.98550159,0.964429471,0.993951483,1.017368047,1.052408998,0.995697876
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,0.993463712,0.998989818,0.977036573,0.92817942,0.981480855,0.949422109,1.046702444
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,0.473945991,1.016782799,0.964736871,1.026587564,1.053932356,0.76364192,0.687452876
O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,0.984349366,0.959386085,0.959829133,1.065519545,0.994684633,1.062514826,1.057790393
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,1.018202651,0.98951936,0.984616471,1.051623556,1.026170566,0.954200502,1.094011029
Cc1cccc(Nc2ccccc2C(=O)O)c1C,0.954402229,0.895675732,1.029794471,0.987377107,0.991976165,1.03761974,0.079094041
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0.966120674,0.924374089,1.051496532,1.056416697,0.995023191,1.012408224,0.689670466
C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,0.157547981,0.028985341,0.058722887,1.058918051,0.40017605,0.131288518,0.079094041
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,1.040337491,0.991528245,0.967456179,1.014073696,0.970646985,1.034227805,1.097707012
COc1cc(C)c2c(=O)cc(-c3ccccc3)oc2c1,0.983047316,0.91806045,1.035053737,1.034759493,1.002810035,1.008830194,0.096095563
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21.CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,1.031223145,0.986936508,0.971134286,0.957384656,0.927311508,1.029459793,0.939518931
CCN(CC)CCNC(=O)COc1ccc(OC)cc1,1.012994453,0.874438947,0.981464151,1.009587085,0.997731659,1.062559045,1.045224051
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,0.972630921,0.937575333,1.003578246,1.167211401,0.985543556,0.937299263,0.926213391
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.97393297,0.990667294,1.010713178,1.142884815,1.006195619,1.033953667,1.029700921
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,0.134111091,0.027263439,0.051448651,0.96400988,0.630057216,0.27378211,0.071702074
COC(=O)[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,0.174474623,0.162432702,0.989288658,1.078750658,0.986220672,0.965780066,1.068878343
Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,1.039035442,0.98148382,0.97303386,1.039739076,0.970308427,0.863569839,0.960955633
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,1.026014948,0.983492705,0.998141868,1.048211439,0.962860142,1.096481477,0.994219482
S=c1nc[nH]c2nc[nH]c12,0.868466967,0.991528245,0.927636215,1.064436189,0.994346074,0.773486686,1.008264218
COc1cc(NC(C)CCCN)c2ncccc2c1,0.169266425,0.028698357,1.028794618,1.032587897,1.038358669,0.894512891,0.942475717
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,1.033827244,1.004729489,1.037387415,0.96971234,0.994346074,0.927186513,0.982392336
CCC1(c2ccccc2)C(=O)NCNC1=O,0.910132549,0.990667294,0.974890419,1.035840044,0.996038867,1.065184698,1.07183513
CC(C)NCC(O)c1cc(O)cc(O)c1,0.97393297,1.014486931,0.968958914,1.003562608,1.000101568,1.023199211,1.05187682
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,0.915340746,0.996980933,0.98669592,1.06191994,1.012966787,1.118193019,1.034875298
CC(=O)OC(C)C[N+](C)(C)C,0.993463712,1.027114208,0.962900885,0.968204714,1.006195619,1.116715824,1.145015597
CCN(CC)CCNC(=O)c1ccc(N)cc1,0.986953465,1.008173292,0.978647485,1.014224913,0.985543556,1.072914022,1.07405272
C1N2CN3CN1CN(C2)C3,0.99867191,1.032853879,0.987108334,0.976295575,0.990621932,1.052485126,1.113969338
CCN(CC)CCOC(=O)c1ccc(N)cc1,1.001276008,1.019939619,1.020508543,0.985340874,1.013305346,1.026640358,1.083662276
COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],0.949194031,0.378244349,0.981097101,0.913345154,0.967261401,1.068454752,0.075398057
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=S(=O)(O)CCS(=O)(=O)O,0.902320252,0.990667294,0.980716053,0.977789233,0.984866439,1.041444224,0.981653139
Cn1cc[nH]c1=S,1.012994453,1.014486931,1.000011627,1.015522457,0.975048245,0.987703459,1.045224051
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,1.002578058,1.018504701,0.971389694,0.946492697,1.010935437,1.115821508,1.091054242
COc1ccccc1OCC(O)COC(N)=O,0.967422723,1.022522471,0.961496143,1.028758186,0.965907167,1.101770081,1.112490945
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.988255514,0.97746605,1.033947964,0.873042244,0.987913464,0.988514725,0.201800683
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,0.86065467,1.035149748,1.030027074,1.02947951,1.005518502,1.047492189,1.134666844
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.923153043,0.98148382,0.935066497,0.905783122,0.980465179,0.99065439,0.892210346
COc1ccc(OC)c(C(O)C(C)N)c1,1.092419468,1.019078668,1.01894164,1.036102277,1.011612554,1.131669253,1.052616017
CN(C)CCCN1c2ccccc2Sc2ccccc21,1.005182157,0.978327001,0.943339836,0.9355917,0.909029353,1.001577639,0.830857025
CN(C)CCN(Cc1ccccc1)c1ccccn1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0.957006328,1.036010699,0.946850774,1.016496186,1.004502827,1.03103734,1.112490945
CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,0.947891982,1.025392307,0.987982055,1.007060254,1.03598876,1.020599314,0.97278278
Nc1nc2ncc([C@H](O)[C@H](O)CO)nc2c(=O)[nH]1,0.980443218,1.02166152,0.964429471,1.043038475,1.003148593,1.008582973,1.100663799
CCC(C)C(N)C(=O)O,0.963516575,1.035436732,1.003326959,0.925005761,1.003148593,1.092847314,1.143537204
CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,0.99867191,1.035723715,0.960514827,1.050234454,1.004502827,1.073597254,1.15092917
CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,1.006484206,1.066717941,0.995651515,1.051315827,1.037681552,1.101655888,1.053355214
C/C=C(/C)C(=O)O[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(O)C[C@H](O)[C@@]6(O)[C@@H](CN7C[C@@H](C)CC[C@H]7[C@@]6(C)O)[C@]5(O)C[C@@]42O[C@]13O,1.040337491,1.001285686,0.991501901,1.036191058,0.999763009,1.108410541,1.094750225
Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,1.035129294,1.022809454,0.942264578,1.004499965,0.994684633,1.065923296,1.054833607
CCCCCC(C)N.CCCCCC(C)N,1.046847738,1.012191062,1.0195685,1.004713491,1.007211294,1.073746817,1.122839698
CC12CC3CC(C)(C1)CC(N)(C3)C2,1.079398974,1.000711719,0.982947057,0.912338454,0.95879744,0.974549809,1.104359782
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12.O=C(O)c1ccccc1,1.031223145,0.9975549,1.001033834,0.973288342,0.987913464,1.066633444,1.112490945
Clc1ccc2nsnc2c1NC1=NCCN1,0.15885003,0.979761918,0.983353805,1.007282931,0.98452788,1.092635464,1.074791916
NC(N)=O,1.062472331,1.027975159,0.979155769,1.016652895,0.981480855,1.097881777,1.100663799
NCCCS(=O)(=O)O,1.049451837,1.02969706,0.988887434,1.00564963,0.969292751,1.09071111,1.153885957
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,1.04294159,1.036584666,0.965757622,0.881249477,0.947963571,0.868962256,0.081311631
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0.95310018,0.973161296,1.015465748,1.039761935,0.970308427,1.096657957,1.076270309
CCCC(CCC)C(=O)[O-],0.960912476,1.018504701,1.000334753,0.964387796,0.997731659,0.520337241,0.779852456
Oc1cccc2[nH]ccc12,1.068982579,1.039454502,1.005236353,1.048380283,0.96963131,1.092014519,1.096228619
Cc1c(S(=O)(=O)[O-])oc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,1.015598552,0.992102212,1.062211042,1.030033172,0.944577987,1.01930898,0.965390813
CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(OC2OC(C(=O)O)C(OC3OC(CO)C(OC4OC(C(=O)O)C(O)C(O)C4OS(=O)(=O)O)C(OS(=O)(=O)O)C3NS(=O)(=O)O)C(O)C2OS(=O)(=O)O)C1O,1.057264134,1.051507812,1.011975391,0.979713769,0.97809527,1.038426779,1.084401472
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,1.015487827,1.063675832,1.26909637,1.05308693,1.03799045,1.007214514,1.171875
C[C@H](N)CO,1.033832123,1.016497829,1.029342428,1.040143726,1.044687163,1.005688605,1.197025905
CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13,1.050866113,1.017945007,0.981988084,0.983934126,1.016895806,1.016428939,1.155369718
Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,0.235855237,0.029811867,1.041975724,0.947448657,0.972362667,0.888213348,0.095887827
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1.050866113,0.038205499,1.060131926,0.577923063,0.935195912,0.97887698,0.078596579
CC[C@@H](C(N)=O)N1CCCC1=O,0.998453838,1.041678726,0.982587617,1.024964887,1.02961956,1.036301185,1.248113682
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,0.981419849,0.881910275,1.045729384,0.900093232,0.992117969,1.036304127,0.078596579
O=C(O)c1cc(=O)c2ccccc2[nH]1,1.058727954,1.034153401,1.008020124,0.968458435,1.002163038,1.042825058,0.984029175
CN1CCOC(c2ccccc2)c2ccccc2C1,1.015487827,1.03154848,0.941430609,0.895930678,1.020244162,1.023271093,1.116071429
