smiles,EF,SA,KP,AB,PA,BW,DKO
CC(C)[C@]12O[C@H]1[C@@H]1O[C@]13[C@]1(O[C@H]1C[C@H]1C4=C(CC[C@@]13C)C(=O)OC4)[C@@H]2O,1.034188917,1.002395305,1.030148153,1.04103633,0.992143611,1.095470238,1.045248035
COc1ccc(C(=O)c2ccc(O)cc2)c(O)c1O,0.973506172,1.033897535,0.969972359,0.890907294,1.00560361,0.786070754,0.683018173
NCCCCNCCCN,1.019986572,1.018572126,1.119470421,0.943711044,0.978329402,1.068711087,1.082852407
CC1(C)C2CC(=O)[C@]3(C)C(CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)C5OC543)[C@@]2(C)[C@@H](O)C[C@H]1O,0.964468316,0.994164992,1.012280908,0.979139082,0.959556245,1.022454065,0.683018173
CC(=O)O[C@@H]1C[C@@]23C[C@@]24CC[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)C(C)(C)[C@@H]4CC[C@H]3[C@]2(C)C[C@@H]3O[C@]4(C[C@@H](C)[C@@H]3[C@@]12C)O[C@H](O)[C@@]1(C)O[C@@H]41,0.999328616,0.991894561,0.99872221,0.856250531,0.976558349,1.05975913,0.995364686
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,1.009657594,1.019707341,1.042165656,1.019493901,0.999936242,0.961494768,0.763598969
C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,1.084542685,0.988772719,1.004577493,0.949083076,0.985767822,0.890218474,1.079782662
COc1cc(O)c(C(C)=O)c(OC)c1,1.036771161,0.988205111,0.964553085,0.992319672,0.977975191,0.892609831,1.116619597
O=c1cc(-c2ccccc2)oc2ccc(O)cc12,1.054846873,1.047803926,0.980297958,0.844401956,0.976204139,1.028627584,0.600135069
COc1cc2c(cc1OC)-c1c(oc3c4c(ccc3c1=O)OC(C)(C)C=C4)CO2,0.972215049,0.979123387,0.988976169,0.950339034,0.990726769,1.016973842,1.132735756
C=CC(C1=CC(=O)C=CC1=O)c1ccccc1,1.001910861,0.936836608,0.917931937,0.970621473,1.030398345,0.911436159,0.963132367
COc1cc(/C=C/C(=O)O)cc(OC)c1OC,0.994164127,1.00494954,0.972402825,1.006771047,1.025085188,1.051457807,1.030666749
CC1(C)CCCC2(C)C1CCC1(C)OCCC12,1.017404328,0.988772719,1.054217514,0.944727061,1.008791505,1.034005388,0.728296906
OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,1.013530961,0.9947326,0.98919955,0.956293115,1.00560361,1.117391774,1.091294204
CC1(C)C=Cc2c(c3c(c4c(=O)c(-c5ccc(O)cc5)coc24)OC(C)(C)CC3)O1,1.039353406,0.869291285,0.980446153,1.026330241,0.982579928,0.979876785,0.743645629
Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,1.012239839,1.019991145,0.992992779,0.937665697,1.003124137,0.999504526,1.013783153
CC(=O)O[C@@H]1CC2C(C)(C)C(=O)C3OC3[C@]2(C)C2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C4OC43[C@@]21C,1.125858596,1.050074357,1.073559632,0.992661154,1.022251504,1.063932386,0.928597741
O=C(O)c1cc(=O)c(O)c2c(O)c(O)c(O)cc2c1,1.167174508,0.744985185,0.826668931,0.423409003,0.515730488,0.632600582,0.765901277
COc1cc([C@@H]2c3cc4c(cc3[C@H](OC(C)=O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,1.052264628,1.022829184,1.016978575,1.025621885,1.004895189,1.071138765,0.955458006
C/C=C1/C[C@@H](C)[C@](O)(CO)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,1.056137995,1.006652363,0.976431031,1.013737799,1.007020452,1.076644753,1.046015472
CC1C(=O)OC2C1CCC1(C)CCC(=O)C(C)C21,0.958012705,1.018004518,0.944038333,0.978518007,0.985767822,1.0475652,1.036038802
Nc1ccccc1C(=O)CC(N)C(=O)O,1.001910861,1.040425025,0.97050356,1.041363739,1.007374663,1.06102175,0.967736984
Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,0.917987915,0.197527501,0.997777148,1.101398485,0.966640455,1.05718553,0.14351056
O=c1c(-c2ccc(O)cc2)coc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)ccc12,1.054846873,1.010909421,1.025628494,1.071439827,0.990726769,1.035653404,1.065201375
C=C(C)c1cc2cc(C(C)=O)c(O)cc2o1,1.09358054,1.065967374,1.032594747,1.016289726,0.978683612,1.02783504,1.083619843
COc1cc(C(=O)O)cc(OC)c1O,1.062593606,0.997003031,0.967188714,1.065158495,0.987184664,0.87176466,1.072108301
COc1cc2occc2c2oc(=O)ccc12,1.102618396,1.011477029,0.974187911,1.046896375,0.972307823,0.943608592,1.034503929
CC(=O)O[C@H]1C[C@@H](O)C(C)(C)C2C[C@@H](OC(C)=O)[C@]3(C)C(CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)C5OC543)[C@]21C,1.016113206,1.016585499,1.008989606,1.023451571,0.96982835,0.960399823,0.745947937
O=C(/C=C/c1ccccc1)c1ccc(O)cc1,1.05872024,1.017720714,0.976654147,0.957114157,0.95601414,0.943297322,0.744413065
NCCc1c[nH]c2ccccc12,0.46609513,0.026109957,0.949102928,0.983708081,1.018709399,0.912246442,1.022224951
O=C(O)CCCCCCCC(O)C(O)CCCCCCO,1.019986572,0.970041662,1.014031486,1.011957458,1.009499926,0.969068803,0.668436886
COc1cc(C(=O)O)cc(OC)c1OC,1.022568817,0.996151619,0.978609849,1.083839084,1.001353084,1.050997443,1.073643173
COc1ccc(-c2oc3cc(OC)c(OC)c(OC)c3c(=O)c2OC)cc1,1.029024428,0.904482966,0.972992021,0.952607472,0.996394137,1.0107148,0.696064587
CN(C)Cc1c[nH]c2ccccc12,1.019986572,1.016301695,0.958127054,1.039521132,1.011625189,1.073167321,1.061364194
CC(=O)NCCc1ccc(O)c(-c2c(O)c(O)c3c(c2O)C(=O)c2c(cc(O)c(C(=O)O)c2C(=O)O)C3=O)c1,1.20849042,1.033897535,1.051872158,1.043779955,1.036774134,1.046825029,1.168805255
CC(=O)C12OC1(C)CC1C3CC=C4CC(O)CCC4(C)C3CCC12C,1.065175851,1.007219971,0.984496314,1.002295013,1.014813083,1.071071823,0.918621071
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,1.054846873,1.058588473,0.974269422,0.961321829,1.0052494,1.033146745,0.937039538
COC(=O)C[C@H]1C(C)(C)C2(O)OC34CC2C(=O)[C@]1(C)C3CC[C@]1(C)C4=CC(=O)O[C@H]1c1ccoc1,1.078087073,1.004665736,1.010548784,0.964481294,1.002415716,1.096674786,0.9447139
CC(=O)CC1CCCCN1,1.048391262,1.028221458,0.983888769,1.077386603,1.019063609,1.02172762,1.072108301
CC(=O)O[C@H]1CCC2(C)C3=C(CCC2C1(C)C)[C@]1(C)CCC(C(C)CCC=C(C)C)[C@@]1(C)CC3,1.052264628,1.037019378,1.025921904,1.085501924,0.96982835,0.958898573,1.003806483
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(=O)c(O)c2c(O)c(O)cc([C@H]3Oc4cc(O)cc(O)c4C[C@H]3O)c2c1)c1cc(O)c(O)c(O)c1,1.061302484,1.012044637,1.017249216,0.738375329,0.879858883,0.717692214,1.036038802
CC1(C)CCC[C@]2(C)[C@H]3CC(=O)O[C@]3(C)CC[C@@H]12,1.047100139,0.9947326,1.02577737,0.997954667,0.919884669,0.975252034,0.424392191
O=c1[nH]cnc2nc[nH]c12,1.022568817,0.877521597,0.971170344,1.082488806,0.983288349,1.045978427,1.092829077
COc1ccc(-c2c(O)c3c(OC)c4c(cc3oc2=O)OC(C)(C)C=C4)cc1,0.676548056,0.761729614,1.003549546,1.023715507,0.977620981,1.023817419,0.392927308
Cc1cc(O)cc(=O)o1,0.990290761,1.014882675,1.033658181,1.089854162,1.011979399,1.050462111,1.056759578
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1=O,1.067758095,0.98962413,1.00298964,1.00411281,0.979037823,1.031338238,1.069038556
CC12CCCC(O)(C1)C1CC(C)(C)C1CC2,1.039353406,0.993597384,1.004698192,0.976554898,0.973016244,1.00756152,1.079015226
CC1/C(=N/O)C[C@@H]2C[C@H]1C2(C)C,0.942519238,1.011760833,0.943105082,0.886904916,0.959556245,1.005355577,1.397501228
COC(=O)C[C@H]1C(C)(C)C(=O)[C@@H]2CC3C4=CC(=O)O[C@@H](c5ccoc5)[C@]4(C)CCC3[C@@]1(C)C2=O,0.94381036,1.027937654,1.028085194,0.960037382,0.960973087,0.993173687,0.863365668
OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,1.009657594,1.006084755,1.013594633,0.992460524,1.030044135,1.039157444,1.166502947
CC1=CC(=O)[C@H]2C(C)(C)CCC[C@]2(C)[C@@]1(O)CCc1ccoc1,1.038062284,1.011760833,1.020969596,1.001519719,1.035711503,0.947377028,0.076743615
O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12,0.99545525,1.03276232,0.98343587,1.035564685,0.883755198,0.96718617,0.511879912
C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0.99545525,0.999557266,1.076179958,1.021006245,1.025793609,1.046475111,1.067503684
CC(C)c1c(O)c(-c2cc3c(c(C(C)C)c2O)CCC2C(C)(C)CCC[C@]32C)cc2c1CCC1C(C)(C)CCC[C@]21C,1.036771161,1.002395305,0.961315496,0.919446113,1.008437294,1.061074966,1.075945481
O=c1c(-c2cc(O)c(O)c(O)c2)coc2cc(O)c(O)c(O)c12,1.029024428,1.012044637,1.016862797,1.060388846,1.022959925,0.984785355,1.069038556
CC(=O)Oc1ccc2c(C)cc(=O)oc2c1,1.009657594,1.026518635,0.908765828,0.973296163,0.99816519,0.915769064,1.006108792
COc1c2ccoc2c(OC)c2oc(=O)ccc12,1.071631462,1.025383419,0.940289453,0.973517815,1.008791505,0.991978008,0.866435413
C=C1C2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C[C@]13O[C@H]1CC(O)C(C)(C)C(CC(=O)OC)[C@@]21C,1.072922584,1.036735574,1.000368282,1.034673141,0.995685716,0.980975743,0.087487721
O=c1c(O)cccc2cc(O)c(O)c(O)c12,1.191705831,0.906753397,0.829939741,1.010827701,0.560361011,0.629756888,0.785087181
O=C(O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,1.050973506,1.029072869,0.985244259,0.996530818,0.990018348,1.047537749,1.034503929
O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,1.027733306,0.997854443,0.969972359,1.017682937,1.020834662,1.019495068,1.08822446
CC1(C)CCC2=C(O1)C(=O)c1ccccc1C2=O,0.927025771,0.803448785,0.962238404,0.991277118,1.014458873,1.029673326,0.800435904
COc1ccc2c(c1)OCC(Cc1ccc(O)c(OC)c1)C2=O,0.79404018,0.974014917,0.979712799,0.581494159,0.970536771,0.988036198,0.085185413
CCNC(=O)CCC(N)C(=O)O,0.979961783,1.00494954,0.964534949,1.102097544,0.990726769,1.027994688,1.155758841
COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,1.07034034,1.034181339,0.997644809,0.94882566,0.965223613,0.937632527,0.803505648
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C(=O)[C@]2(C)C[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1,1.03031555,1.023396792,1.058760268,1.06083283,0.994623085,0.97700564,1.248618615
COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(OC)c3o2)c(OC)c1,1.050973506,1.009774206,1.011114913,1.141388905,0.971245192,1.023636018,0.999969303
O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,0.992873005,0.685102567,1.141126349,1.01430487,0.864627831,0.891060221,0.210277505
CC1(C)C(=O)C=C[C@@]2(C)C1=C(O)C(=O)[C@]1(C)[C@@H]2CC[C@@]2(C)[C@H](c3ccoc3)C[C@H]3O[C@]321,1.040644528,0.935133785,1.023268389,0.955046501,1.067236237,1.00152337,0.188021857
CC(=O)OC1CC2C(C)(C)C(=O)CCC2(C)C2CCC3(C)C(c4ccoc4)OC(=O)C4OC43C12C,1.048391262,1.034748947,1.03057621,0.992112518,1.049525712,1.032813723,0.772040766
Cc1c(O)c(O)cc2c1CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)O)CC[C@]3(C)CC[C@]12C,0.140732325,0.030367015,1.037058328,1.033651845,1.009145715,0.888689773,1.075178045
CC1(C)C(=O)C=C[C@@]2(C)C1CC(=O)[C@]1(C)C2CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)[C@H]3O[C@]321,0.956721582,1.037303182,0.983256789,1.034435045,1.036419924,1.034900351,0.962364931
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,1.008366472,1.010341813,0.957064239,1.035796017,1.004540979,1.098185749,0.516484528
CC(=O)O[C@H]1C[C@@H](OC(C)=O)C(C)(C)C2CC(=O)[C@]3(C)C(CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@H]5O[C@]543)[C@]21C,0.978670661,1.023680596,1.011027904,0.973378713,1.024730977,1.05967445,1.053689833
CCCCCCCCCCC(C(=O)O)C1(C(=O)O)CCC(=O)O1,0.999328616,1.006084755,1.05542698,1.042393299,1.027918872,1.068623236,1.100503438
CC(=O)O[C@@H]1CC[C@@]2(C)C(C[C@@H](OC(C)=O)[C@@]3(C)C4=CC(=O)O[C@@H](c5ccoc5)[C@]4(C)CCC23)C1(C)C,1.009657594,1.010625617,0.996568776,1.033851768,1.021897293,1.021143084,0.986155452
COc1c2ccoc2cc2oc(C)cc(=O)c12,1.039353406,1.004665736,0.984293805,0.943902912,1.000644663,0.997178425,0.981550835
CC1(C)C2CC(=O)[C@]3(C)C(CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@H]5O[C@]543)[C@@]2(C)C(=O)C[C@H]1O,0.951557093,0.991610757,0.983888769,1.019169211,1.024730977,1.056184135,1.013783153
O=c1c2cc(O)c(O)cc2oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,0.978670661,1.033613732,0.981546291,0.970510144,1.013042031,1.031999427,1.096666257
COC(=O)C[C@H]1C2(C)CC34OC5(C)O[C@@]6([C@H](OC(C)=O)C(OC(C)=O)[C@]7(C)C(/C(=C(/O)C(C)C)C(=O)O[C@H]7c7ccoc7)[C@@]6(O5)[C@H](OC(C)=O)[C@@]3(O)C2OC(=O)C(C)C)[C@]14C,1.009657594,1.020274949,1.040622043,0.910358388,1.029689924,1.054066885,1.025294695
CC(CCC(=O)O)[C@H]1CCC2C3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)C3CC[C@@]21C,0.99545525,0.980542406,1.034931289,0.941376405,0.996394137,1.011707326,0.990760069
CC(=O)OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,0.965759438,1.016017891,1.02189117,1.041147487,1.013396241,0.891264216,1.126596267
CCOC(=O)C1C(C=C(C)C)C1(C)C,0.999328616,1.006368559,0.996040356,1.066049308,1.000290453,1.031090738,1.092829077
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,0.947683727,1.040425025,0.997501414,1.076443455,1.01233361,1.053180792,1.085922151
O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,0.960594949,0.997003031,0.990686044,0.995263192,1.011625189,1.016185311,1.098968566
CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.938645871,0.989056522,1.346734496,1.1461069,1.007728873,0.860947808,1.023759823
COC1=C(O)C(=O)c2c(cc3oc(C(C)=O)c(O)c3c2O)C1=O,1.014822083,1.031343301,1.004207664,1.062426793,1.008083084,1.093565011,1.125828831
COc1cc(O)c2c(=O)cc(C)oc2c1CC=C(C)C,0.941228115,0.840343289,1.055943677,1.051852478,0.997456769,0.944218893,0.085185413
COc1c2ccoc2nc2c(OC)c(OCC(O)C(C)(C)O)ccc12,0.919279037,1.032478516,1.06680029,1.00332662,1.044566765,1.036441934,1.190293468
CC(C)=CCc1c2c(c3occ(-c4ccc(O)c(O)c4)c(=O)c3c1O)C=CC(C)(C)O2,0.271135671,0.058747403,1.060997155,0.907787288,0.921655722,0.68833771,1.101270874
COc1cc2c(cc1C=O)OCO2,0.893456592,1.025383419,0.995769035,1.030293891,1.029335714,0.984912697,1.180316798
OC[C@@H]1CCCN2CCCC[C@H]12,0.933481382,1.008355186,1.09346799,0.953872532,1.022959925,1.049642116,1.108945236
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0.961886071,0.907321005,1.012330581,0.968469924,1.011270978,1.093950407,0.094394646
CCCCCc1c2c(cc(O)c1C(=O)O)OC(=O)c1c(cc(OC)cc1C(=O)CCCC)O2,0.131694469,0.108696886,1.15796113,1.175852736,1.00560361,0.879312929,0.079045923
CN1C2CCC1CC(O)C2,0.930899138,1.021126361,1.043160775,1.110847345,1.037482555,1.036889416,1.173409872
CC(=O)Oc1cc2c(c(C)c1OC(C)=O)CC=C1[C@@]2(C)CC[C@@]2(C)C3C[C@](C)(C(=O)O)CC[C@]3(C)CC[C@]12C,0.147187936,0.034056466,1.026832186,1.0138941,1.030398345,1.032180827,0.98845776
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.942519238,1.014598872,1.358829118,1.127128255,1.032877819,0.83147399,1.057527014
COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,0.958012705,1.006084755,1.002533115,1.079296427,1.029335714,1.06122089,1.138875246
COC1=C(CC=C(C)C)C(=O)c2ccccc2C1=O,0.877963126,0.219948007,1.00954519,0.99174005,1.024376767,1.007725182,0.500368369
C[C@@H]1CC[C@@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0.937354749,1.027937654,1.006094002,1.018193049,1.001707295,0.99504745,1.044480599
COc1cc2c(cc1OC)C(=O)OC2,0.972215049,1.014315068,1.010700327,0.958046358,1.031460977,1.048144037,1.121224214
CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,0.968341683,1.020842557,1.014950425,1.065198909,1.010562557,0.999318269,1.081317534
COc1cc(OC)c2c(OC)c(-c3ccc4c(c3)OCO4)c(=O)oc2c1,0.999328616,1.002111501,0.985849313,0.988137861,0.997456769,1.010693048,0.866435413
COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4,1.08196044,0.991894561,1.055458585,1.02738153,1.005957821,1.031635783,0.666134578
CC(=O)CCc1ccc(OC(C)=O)cc1,1.053555751,1.019707341,1.01258874,0.989177822,0.985413612,1.084501766,1.044480599
CCCCCCCCCCCCCCCCC(C(=O)O)C(O)(CC(=O)O)C(=O)O,1.090998296,0.828991134,1.182942463,1.093046218,0.848688359,0.746320272,1.145782171
Cc1occc(=O)c1O,0.818571502,0.992178365,0.995706436,1.032105333,1.013396241,1.010529386,1.183386542
O=C(O)/C=C/C=C/c1ccc2c(c1)OCO2,0.917987915,1.022829184,1.146483749,0.994942609,1.008437294,1.054665146,1.069038556
COc1cc2c(c3ccccc13)OC(C)(C)C=C2,0.858284998,0.9830018,1.021340598,0.938264816,1.021099103,0.991861775,0.423132262
C=C1[C@@H]([C@@]2(C)C=CC(=O)C(C)(C)[C@@H]2CC(=O)OC)CC[C@@]2(C)C(c3ccoc3)OC(=O)[C@H]3O[C@]132,0.920990751,0.998740874,1.005398615,0.924270838,1.031255925,0.956394299,0.506675743
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12,0.940586299,1.025801036,1.014600562,0.994389257,1.024484711,0.894830391,1.122422142
COc1ccc2c(=O)cc(-c3ccccc3)oc2c1OC,0.92490986,1.00453948,1.007655884,0.940998148,0.99570705,0.979325271,0.835434813
COc1ccc(C(C)=O)c(O)c1,0.862204107,1.027181657,0.964715016,0.94147687,1.019067739,0.964518523,1.092253663
C=C(C)/C=C1/C=CC(=O)C(C)=C1,0.262580342,0.046664973,0.983866339,0.897114091,0.964559465,0.754380546,0.683045315
C[C@@]12C[C@@]3(O)O[C@@H](O1)[C@]1(COC(=O)c4ccccc4)[C@H]3C[C@@]12O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.870042326,1.01530832,0.994163012,0.979565641,1.010603721,0.978527496,1.062858734
COc1cc2oc3cc(OC)c(OC)c(CC=C(C)C)c3c(=O)c2c(O)c1CC=C(C)C,0.902701573,1.00923359,0.992717469,0.972741359,1.021099103,1.020641597,1.0791033
C[C@@H](N)[C@@H](O)c1ccccc1,0.940586299,1.028562277,1.001213702,1.032378356,1.018052057,1.025591232,1.069820691
COc1ccc(C(=O)O)cc1OC,0.93013534,1.023868167,1.013355723,1.002733075,1.021776225,1.046518635,1.084518155
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@]2(C)C(=O)CC[C@@H]12,0.953649997,1.020278554,0.992044326,1.012067681,1.011619404,1.084199944,1.073688445
COc1ccc(/C=C/C(=O)O)cc1OC,0.953649997,1.02469654,1.121470025,0.994874101,1.023130468,1.055894808,1.27481164
O=C(O)c1cc(=O)c(O)c2c(O)c(O)ccc2c1,0.960181847,1.014479948,0.996525813,1.079728016,1.000108339,1.064710237,1.088385909
C[C@H]1[C@H](C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@H]12,0.979777395,1.015860568,0.995597845,0.991126803,1.006879554,0.922690484,1.072141343
COc1ccc(-c2cc(=O)c3c(OC)cc(OC)cc3o2)cc1,0.988921984,1.042368482,1.021601661,0.994917852,1.028208878,1.061525391,1.026501849
CCCCCC1C(=O)CCC1CC(=O)O,0.726341642,0.028993031,0.914008981,0.881679793,0.898201566,0.827703696,0.09205254
CC[C@H](C)[C@H](NC)C(=O)O,0.994147463,1.001225991,1.013045549,1.018530086,1.004509629,1.073978714,1.178117796
O=C(O)c1cc(O)ccc1O,0.961488217,1.040435613,1.040900537,0.966976417,1.004171068,1.059734961,1.145628665
O=C([O-])Cc1cnc[nH]1,0.889637874,1.016965065,0.990694808,0.981805014,1.055632296,0.974391022,1.09921562
O=C(Oc1ccccc1C(=O)O)c1ccccc1O,0.944505408,1.014756072,1.021827854,0.961648669,0.996722732,1.010967978,1.070594242
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,0.875267806,1.024144291,0.979649884,1.008656196,1.044121232,1.030444553,1.070594242
O=C(CC(=O)c1ccccc1)c1ccccc1,0.887025135,0.442074686,0.91788419,0.350540101,0.927994908,0.67993766,0.077355075
O=c1[nH]c2cc(Cl)ccc2o1,0.901395203,1.041816234,1.2065974,0.831919785,0.932734758,0.814737534,0.980862354
COc1cc(C2c3cc4c(cc3C(OC(C)=O)C3COC(=O)C23)OCO4)cc(OC)c1OC,0.8321576,1.045958095,1.006880337,0.963809257,1.021099103,0.99559936,1.022634095
Cc1cc(C2CCCCC2)n(O)c(=O)c1.NCCO,0.129330616,0.02761241,0.061651911,0.045525035,0.15235232,0.037068155,0.085090583
COc1ccc2oc(-c3ccccc3OC)cc(=O)c2c1,0.939279929,1.043749103,1.138819704,1.024043614,0.996045611,0.918125479,0.813001841
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,0.896169724,1.013375451,0.051362668,0.921128995,1.019067739,0.268752943,0.084317032
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,0.941892669,0.963673113,0.996282882,0.954251139,0.810514341,0.959093075,0.744929375
C[C@]12CC[C@@H](O)C[C@H]1CCc1ccccc12,0.991534723,1.042092358,1.059036628,0.975951246,0.854865795,0.948438185,0.085090583
C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,0.906620682,0.963120865,0.997477288,1.009499873,1.025838953,1.120298211,1.096121417
O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)CO,0.893556984,1.022763671,0.950925859,1.043371096,1.005525311,1.077461007,1.06904714
CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,0.129330616,0.025955666,0.861638667,0.631511639,1.004171068,0.707315684,0.152389498
NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,0.953649997,1.042092358,1.064199,0.964673188,1.001462582,1.157778386,1.156458375
CCN(CC)CCOc1ccc(/C(=C(\Cl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0.130636986,0.028164658,1.059406888,0.776597425,0.991644322,0.877292969,0.082769931
Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,1.015049381,1.038226621,0.949144906,0.977108989,0.940860215,0.954569097,0.758853288
Clc1cccc(Cl)c1NC1=NCCN1,0.957569107,1.023039795,0.997020525,0.990029811,0.974716286,1.044761229,1.153364172
C=CCS(=O)C[C@H](N)C(=O)O,1.416104928,1.007576845,0.994037985,1.024984582,1.062064949,1.043803347,1.108498229
CCOC(=O)c1c(C)cc(OC)cc1O,0.962794586,0.949866908,0.943425778,0.969087575,1.03870426,0.955156609,0.766588796
C[C@H]1[C@H]2CC[C@H]3[C@@H]4CC=C5C[C@@H](N(C)C)CC[C@]5(C)[C@H]4CC[C@]23CN1C,0.958875477,1.013375451,1.022383799,0.955638906,0.995029929,0.963659206,1.024954747
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,0.991534723,1.026353284,1.019418404,0.907030685,0.959481054,0.722077403,0.720175751
CC/C=C\CC1=C(C)CCC1=O,0.944505408,1.005643977,0.952043145,0.947826535,0.996384172,0.906640917,0.956882281
O=C(O)/C=C/c1ccccc1,0.877880546,1.008405218,0.987166059,0.996449412,0.990290079,0.865615782,1.044293516
